同版,1
苦尽,1
真面目,2
動魄,1
停顿,2
访合则,3
骗来,1
美国微软公司,1
娃,2
航空业,1
声称,3
递,6
几百人,1
调大,4
信群发,1
早晚,34
割断,1
不尽相同,2
脸上,65
搞笑片,1
宽泛,2
一捋,1
累積,5
散热器,2
王爱英,1
楼层,5
轻浮,1
百毒不侵,4
基层,4
不要命,1
版图,1
安在,1
改派,7
审批,8
六七天,1
陶治,7
合好,1
天上掉,5
无法控制,2
上火,4
规范,29
雨伞,32
动完,2
两厢情愿,1
生日,63
独自一人,5
车,75
周华健,2
选择面,1
指环王,12
天烧,1
县城,14
织布机,1
心头肉,1
巴顿,1
白搭,7
推不动,1
远离,15
尾随,5
庆功宴,1
江水,1
两对,1
波斯猫,1
不好,599
忍无可忍,5
刚烈,5
跃跃欲动,38
有效率,2
装作,12
巨人,1
寻觅,4
滑下,1
安捷伦,1
董先生,1
下达,6
崇洋媚外,3
不及,7
撕掉,1
社会科学,2
种发,1
句子,12
给点钱,1
泛爱,5
先学,1
假新闻,1
前分,1
收银台,5
忧素,1
猜不透,1
营销,14
干燥,5
幼美,1
坚贞,1
四周,17
信号,30
娱乐,18
排戏,1
顶,24
拖拖,2
创始人,2
對,3
幼时,1
洗脚,5
知要,1
却是,64
倾于,2
有缘分,1
同道,1
向前,7
没指望,9
但求无过,1
歌德,2
走入,16
关上门,6
个子,20
刮,3
逃開,1
灯齐亮,1
臭气,1
算计,9
各国,3
耳鬓,1
耍赖,4
不文雅,2
飞盘,1
东东,29
户外活动,3
殿堂,5
打铁,1
没错,28
宽以待人,1
开,161
心痛,20
附加,15
汇总,3
拖时间,1
美男,3
笨办法,1
送行,4
二外,8
枫叶,3
囊括,1
两岁,9
鱼翅,1
找小密,2
孝而亲,9
怨过,2
一章,2
科研项目,2
就治好,2
交涉,57
命苦,5
卢卡斯,1
举在,1
值得纪念,4
高管,2
幾乎,1
要端,1
身泛,1
五年级,2
自动测试,1
偶本,1
持续性,1
居好,1
上扬,1
做战,1
期盼,14
开点,3
回城,1
乡土,1
圣经,21
拟泛,2
科技成果,2
发颠,1
有线,1
十刀,1
踢走,1
悔之晚矣,1
这时候,32
如之于,2
娶,48
秋波,1
平凡,15
女性朋友,37
商品信息,1
刻,4
调明,1
荒漠,1
早该,15
化,12
水贴,1
静风,1
我算,3
演变,4
旁见,1
现行,7
返,1
摆弄,3
一两部,1
数千,2
要征,2
舞不起,1
汤锅,1
陪伴,25
五矿,1
十曲,2
当过兵,1
能言善道,1
心有余悸,2
视觉,11
堵心,2
心燃情,1
交费,2
快乐,192
不少台,1
没房,10
认准,2
春來,1
谢幕,1
越亮,1
过天,9
且不说,8
這次,1
三次,24
硕博,3
个同,1
稻垣,1
造成,57
谈妥,5
裴刚,1
扑进,1
刀片,2
雅致,3
门票,23
读书,120
还加,4
觉得很没,2
钻戒,3
英语版,3
未婚先孕,3
尽职,1
周年,2
切起来,1
价格战,2
共套,1
无敌天下,1
刺耳,5
转型,2
跟面,1
史记,1
开掉,2
氏,2
热水器,7
身体,138
凯迪,1
招光,1
一味,26
上气不接下气,1
加鱼,1
照澜院,1
男朋友,230
审题,2
化工企业,4
分数,32
普片,1
两大类,16
乖巧,7
吓呆了,1
不象话,4
没人恋,1
时紧时松,1
行是,1
为家,1
愿佛,1
上個,1
从何而来,3
飞回来,1
冶子,1
火星,11
套系,3
和和睦睦,5
符把,1
预见,3
提供,268
隨著,3
容人,2
玉镯,2
温馨,32
理性,44
嫉妒,12
失业,38
晕倒,31
冷场,1
点点头,2
人在江湖,2
什莫都,4
昏君,1
糗,1
图形图像,4
国有,6
占,43
涌,13
鼓足,2
出轨,18
求学,3
月亮,10
撒惯,1
人世,10
招集,2
倾心,1
光辉,3
祝英台,3
国际航空,1
禽兽,3
剪枝,1
铺张,1
务实,5
连身,2
弟弟,107
扶不起,3
陷在,5
校医院,6
空落,3
缺口,2
长发,12
之托帮,1
政治经济学,8
扎起,1
滑散,1
中餐厅,1
公网,1
非专业,2
毛毛,1
养猫,1
服务生,3
不太累,7
材料科学,4
各部,2
机会难得,1
天妒,1
撒尿,3
特立独行,1
嵌入式软件,5
点钱,2
负起些,1
自负,1
搜到,3
夹板气,1
水风,1
男归,4
露骨,3
大题,1
说好,51
比方说,1
的确如此,2
翻来,1
很着急,1
打双升,1
安家费,1
该接,1
成府,1
驯化,3
细腻,13
噢,14
调皮,2
挂面,1
过硬,2
一换片,2
没考,4
香甜,2
发乎情,1
计划经济,4
足球比赛,1
现有,32
气质,56
卖乖,1
转业,2
还来,2
多餘,1
受到,68
赴宴,2
跟明,1
张经,1
成立,76
滚滚,2
发据信,1
薇,3
都市,2
获奖者,1
献眼,3
脚麻,1
诺大,1
睡觉觉,1
火,15
爱字,7
香港,56
烤,8
稍早,1
名牌大学,14
继承,7
投诉,15
炫,2
贝开,1
恰巧是,2
得产前,1
哈工大,6
稀奇,1
忍辱,1
加菲,1
张无忌,1
五十块,1
变质,1
邹杰,1
先睹,1
落下,16
走走,8
大个子,1
懒得,42
要人变,2
跑得快,2
第四次,6
编写程序,1
耳机,2
接轨,1
搭建,6
挺久,2
以比,1
好手,1
附有,9
威逼,2
多渠道,1
降下来,1
队尾,1
之期,1
中庸,1
国家统计局,2
张爱玲,8
版大是,1
鸡鸭,1
讳,1
吃果,1
卫星,1
涡要,1
后果自负,1
縱,1
牺牲品,4
招聘启事,1
姓,4
发展潜力,6
个事,1
一路顺风,3
甜蜜,50
电话簿,1
弱点,6
成双成对,2
黑暗,21
少年,30
开放式,1
咋办,10
燈,1
甲醛,2
北极,1
生命,98
洽谈,3
问答,4
抢救无效,2
是否是,3
留心,2
磕到,2
兼会,1
一大部分,5
眼里,50
冷笑,3
李小姐,1
灾,3
新能源,1
解惑,1
落榜,1
人影,6
乱窜,1
人道,3
摆布,1
碰,22
钟爱,1
包治百病,1
三根,2
李冬庆,1
尊卑,4
信息处理,1
谈不拢,1
伸过,1
田,3
自控力,1
大过年,1
气愤,42
郭曉芸,7
支边,2
致函,1
盼,18
磨蹭,10
回望,2
挑个,5
需思,15
废力,4
传播学,2
休克,1
婵娟,1
滑旱冰,1
色诱,1
奶锅,2
今日,15
某件事,3
传统观念,2
街巷,1
作文,6
差岁,1
坚决,124
开刀,1
弄到手,1
惹,31
生命危险,2
冷漠,26
看热闹,3
响喻,1
三险断,2
仰视,2
传呼,2
夜出,10
表达方式,10
相像,1
疲,6
顺延,1
舔着,1
高龄,2
悬崖,4
瞧瞧,3
北京小吃,2
拨仪,1
七七八八,1
遮丑,1
内部事务,1
推移,2
点有,1
始终如一,1
剧烈,6
懵,1
得太远,4
以位,2
娜拉,1
话筒,2
连考,1
尼罗河,1
下决心,4
新婚,9
一声不吭,4
歪门邪道,1
所交,1
歌舞,1
时钟,1
近水楼台,1
相结合,2
大圈,1
谈婚论嫁,14
操作,33
第三年,1
启程,2
最难求,1
西医,3
骗吃骗喝,1
仓,1
韩,5
压顶,1
自述,3
路人甲,1
不刚,1
花百,1
没商量,5
心醉,11
全过程,6
华服,1
光闪闪,1
四十余,1
一倍,3
西藏,16
雏形,2
微波,2
考试网,1
促成,1
签署,7
捏着鼻子,1
膨胀,6
汇报情况,1
动心,13
胜利,9
无缘,2
讲师,1
不管是谁,3
不太多,3
姨有,1
刀功,1
分明,8
好脾气,2
追究,4
全买元,1
客为,2
见利忘义,1
摄氏,2
三室,1
奢谈,1
一圈,12
高温,9
照旧,2
琼瑶,9
随笔,1
无言,6
罗生门,2
今,6
类推,1
宫阙,1
自爱,4
冰凉,5
接驾,1
南方电网,2
演拜,2
人脉,2
只會,1
貌美,1
平为,1
不合算,1
顺心,7
茅盾,1
黄带,2
港币,1
行为,149
拐弯抹角,3
歌,27
男有,1
雇个,3
若即若离,8
收获,27
重情,2
小侄女,7
几句话,9
精,1
牙痛,1
迥异,1
武功,4
壓制,1
吃点,6
剪切,3
并入,1
自珍,2
否,12
点算,1
两套,8
管不住,2
号兵,3
言重,2
老百姓,9
处理,145
诉说着,2
这瓶,1
彩礼,3
专辑,6
超烂,1
搬出,5
别是,1
培训教材,2
鸡血,1
黑泽明,1
流下,4
连带,3
撞见,10
梢头,1
谦虚谨慎,5
一报,1
风儿,1
联系实际,1
小表哥,1
北望,1
看不开,1
反反复复,9
